OO	xdotool Keyname	keycode	New Desc	Type	Subtype	Unicode	XDO Description (orig)
1895	braille_dots_38	0x1002884	Braille Pattern Dots-38 (U+2884)	Braille		U+2884	U+2884 BRAILLE PATTERN DOTS-38
1896	braille_dots_138	0x1002885	Braille Pattern Dots-138 (U+2885)	Braille		U+2885	U+2885 BRAILLE PATTERN DOTS-138
1897	braille_dots_238	0x1002886	Braille Pattern Dots-238 (U+2886)	Braille		U+2886	U+2886 BRAILLE PATTERN DOTS-238
1898	braille_dots_1238	0x1002887	Braille Pattern Dots-1238 (U+2887)	Braille		U+2887	U+2887 BRAILLE PATTERN DOTS-1238
1899	braille_dots_48	0x1002888	Braille Pattern Dots-48 (U+2888)	Braille		U+2888	U+2888 BRAILLE PATTERN DOTS-48
1900	braille_dots_148	0x1002889	Braille Pattern Dots-148 (U+2889)	Braille		U+2889	U+2889 BRAILLE PATTERN DOTS-148
1901	braille_dots_248	0x100288a	Braille Pattern Dots-248 (U+288a)	Braille		U+288A	U+288a BRAILLE PATTERN DOTS-248
1902	braille_dots_1248	0x100288b	Braille Pattern Dots-1248 (U+288b)	Braille		U+288B	U+288b BRAILLE PATTERN DOTS-1248
1903	braille_dots_348	0x100288c	Braille Pattern Dots-348 (U+288c)	Braille		U+288C	U+288c BRAILLE PATTERN DOTS-348
1904	braille_dots_1348	0x100288d	Braille Pattern Dots-1348 (U+288d)	Braille		U+288D	U+288d BRAILLE PATTERN DOTS-1348
1905	braille_dots_2348	0x100288e	Braille Pattern Dots-2348 (U+288e)	Braille		U+288E	U+288e BRAILLE PATTERN DOTS-2348
1906	braille_dots_12348	0x100288f	Braille Pattern Dots-12348 (U+288f)	Braille		U+288F	U+288f BRAILLE PATTERN DOTS-12348
1907	braille_dots_58	0x1002890	Braille Pattern Dots-58 (U+2890)	Braille		U+2890	U+2890 BRAILLE PATTERN DOTS-58
1908	braille_dots_158	0x1002891	Braille Pattern Dots-158 (U+2891)	Braille		U+2891	U+2891 BRAILLE PATTERN DOTS-158
1909	braille_dots_258	0x1002892	Braille Pattern Dots-258 (U+2892)	Braille		U+2892	U+2892 BRAILLE PATTERN DOTS-258
1910	braille_dots_1258	0x1002893	Braille Pattern Dots-1258 (U+2893)	Braille		U+2893	U+2893 BRAILLE PATTERN DOTS-1258
1911	braille_dots_358	0x1002894	Braille Pattern Dots-358 (U+2894)	Braille		U+2894	U+2894 BRAILLE PATTERN DOTS-358
1912	braille_dots_1358	0x1002895	Braille Pattern Dots-1358 (U+2895)	Braille		U+2895	U+2895 BRAILLE PATTERN DOTS-1358
1913	braille_dots_2358	0x1002896	Braille Pattern Dots-2358 (U+2896)	Braille		U+2896	U+2896 BRAILLE PATTERN DOTS-2358
1914	braille_dots_12358	0x1002897	Braille Pattern Dots-12358 (U+2897)	Braille		U+2897	U+2897 BRAILLE PATTERN DOTS-12358
1915	braille_dots_458	0x1002898	Braille Pattern Dots-458 (U+2898)	Braille		U+2898	U+2898 BRAILLE PATTERN DOTS-458
1916	braille_dots_1458	0x1002899	Braille Pattern Dots-1458 (U+2899)	Braille		U+2899	U+2899 BRAILLE PATTERN DOTS-1458
1917	braille_dots_2458	0x100289a	Braille Pattern Dots-2458 (U+289a)	Braille		U+289A	U+289a BRAILLE PATTERN DOTS-2458
1918	braille_dots_12458	0x100289b	Braille Pattern Dots-12458 (U+289b)	Braille		U+289B	U+289b BRAILLE PATTERN DOTS-12458
1919	braille_dots_3458	0x100289c	Braille Pattern Dots-3458 (U+289c)	Braille		U+289C	U+289c BRAILLE PATTERN DOTS-3458
1920	braille_dots_13458	0x100289d	Braille Pattern Dots-13458 (U+289d)	Braille		U+289D	U+289d BRAILLE PATTERN DOTS-13458
1921	braille_dots_23458	0x100289e	Braille Pattern Dots-23458 (U+289e)	Braille		U+289E	U+289e BRAILLE PATTERN DOTS-23458
1922	braille_dots_123458	0x100289f	Braille Pattern Dots-123458 (U+289f)	Braille		U+289F	U+289f BRAILLE PATTERN DOTS-123458
1923	braille_dots_68	0x10028a0	Braille Pattern Dots-68 (U+28a0)	Braille		U+28A0	U+28a0 BRAILLE PATTERN DOTS-68
1924	braille_dots_168	0x10028a1	Braille Pattern Dots-168 (U+28a1)	Braille		U+28A1	U+28a1 BRAILLE PATTERN DOTS-168
1925	braille_dots_268	0x10028a2	Braille Pattern Dots-268 (U+28a2)	Braille		U+28A2	U+28a2 BRAILLE PATTERN DOTS-268
1926	braille_dots_1268	0x10028a3	Braille Pattern Dots-1268 (U+28a3)	Braille		U+28A3	U+28a3 BRAILLE PATTERN DOTS-1268
1927	braille_dots_368	0x10028a4	Braille Pattern Dots-368 (U+28a4)	Braille		U+28A4	U+28a4 BRAILLE PATTERN DOTS-368
1928	braille_dots_1368	0x10028a5	Braille Pattern Dots-1368 (U+28a5)	Braille		U+28A5	U+28a5 BRAILLE PATTERN DOTS-1368
1929	braille_dots_2368	0x10028a6	Braille Pattern Dots-2368 (U+28a6)	Braille		U+28A6	U+28a6 BRAILLE PATTERN DOTS-2368
1930	braille_dots_12368	0x10028a7	Braille Pattern Dots-12368 (U+28a7)	Braille		U+28A7	U+28a7 BRAILLE PATTERN DOTS-12368
1931	braille_dots_468	0x10028a8	Braille Pattern Dots-468 (U+28a8)	Braille		U+28A8	U+28a8 BRAILLE PATTERN DOTS-468
1932	braille_dots_1468	0x10028a9	Braille Pattern Dots-1468 (U+28a9)	Braille		U+28A9	U+28a9 BRAILLE PATTERN DOTS-1468
1933	braille_dots_2468	0x10028aa	Braille Pattern Dots-2468 (U+28aa)	Braille		U+28AA	U+28aa BRAILLE PATTERN DOTS-2468
1934	braille_dots_12468	0x10028ab	Braille Pattern Dots-12468 (U+28ab)	Braille		U+28AB	U+28ab BRAILLE PATTERN DOTS-12468
1935	braille_dots_3468	0x10028ac	Braille Pattern Dots-3468 (U+28ac)	Braille		U+28AC	U+28ac BRAILLE PATTERN DOTS-3468
1936	braille_dots_13468	0x10028ad	Braille Pattern Dots-13468 (U+28ad)	Braille		U+28AD	U+28ad BRAILLE PATTERN DOTS-13468
1937	braille_dots_23468	0x10028ae	Braille Pattern Dots-23468 (U+28ae)	Braille		U+28AE	U+28ae BRAILLE PATTERN DOTS-23468
1938	braille_dots_123468	0x10028af	Braille Pattern Dots-123468 (U+28af)	Braille		U+28AF	U+28af BRAILLE PATTERN DOTS-123468
1939	braille_dots_568	0x10028b0	Braille Pattern Dots-568 (U+28b0)	Braille		U+28B0	U+28b0 BRAILLE PATTERN DOTS-568
1940	braille_dots_1568	0x10028b1	Braille Pattern Dots-1568 (U+28b1)	Braille		U+28B1	U+28b1 BRAILLE PATTERN DOTS-1568
1941	braille_dots_2568	0x10028b2	Braille Pattern Dots-2568 (U+28b2)	Braille		U+28B2	U+28b2 BRAILLE PATTERN DOTS-2568
1942	braille_dots_12568	0x10028b3	Braille Pattern Dots-12568 (U+28b3)	Braille		U+28B3	U+28b3 BRAILLE PATTERN DOTS-12568
1943	braille_dots_3568	0x10028b4	Braille Pattern Dots-3568 (U+28b4)	Braille		U+28B4	U+28b4 BRAILLE PATTERN DOTS-3568
1944	braille_dots_13568	0x10028b5	Braille Pattern Dots-13568 (U+28b5)	Braille		U+28B5	U+28b5 BRAILLE PATTERN DOTS-13568
1945	braille_dots_23568	0x10028b6	Braille Pattern Dots-23568 (U+28b6)	Braille		U+28B6	U+28b6 BRAILLE PATTERN DOTS-23568
1946	braille_dots_123568	0x10028b7	Braille Pattern Dots-123568 (U+28b7)	Braille		U+28B7	U+28b7 BRAILLE PATTERN DOTS-123568
1947	braille_dots_4568	0x10028b8	Braille Pattern Dots-4568 (U+28b8)	Braille		U+28B8	U+28b8 BRAILLE PATTERN DOTS-4568
1948	braille_dots_14568	0x10028b9	Braille Pattern Dots-14568 (U+28b9)	Braille		U+28B9	U+28b9 BRAILLE PATTERN DOTS-14568
1949	braille_dots_24568	0x10028ba	Braille Pattern Dots-24568 (U+28ba)	Braille		U+28BA	U+28ba BRAILLE PATTERN DOTS-24568
1950	braille_dots_124568	0x10028bb	Braille Pattern Dots-124568 (U+28bb)	Braille		U+28BB	U+28bb BRAILLE PATTERN DOTS-124568
1951	braille_dots_34568	0x10028bc	Braille Pattern Dots-34568 (U+28bc)	Braille		U+28BC	U+28bc BRAILLE PATTERN DOTS-34568
1952	braille_dots_134568	0x10028bd	Braille Pattern Dots-134568 (U+28bd)	Braille		U+28BD	U+28bd BRAILLE PATTERN DOTS-134568
1953	braille_dots_234568	0x10028be	Braille Pattern Dots-234568 (U+28be)	Braille		U+28BE	U+28be BRAILLE PATTERN DOTS-234568
1954	braille_dots_1234568	0x10028bf	Braille Pattern Dots-1234568 (U+28bf)	Braille		U+28BF	U+28bf BRAILLE PATTERN DOTS-1234568
1955	braille_dots_78	0x10028c0	Braille Pattern Dots-78 (U+28c0)	Braille		U+28C0	U+28c0 BRAILLE PATTERN DOTS-78
1956	braille_dots_178	0x10028c1	Braille Pattern Dots-178 (U+28c1)	Braille		U+28C1	U+28c1 BRAILLE PATTERN DOTS-178
1957	braille_dots_278	0x10028c2	Braille Pattern Dots-278 (U+28c2)	Braille		U+28C2	U+28c2 BRAILLE PATTERN DOTS-278
1958	braille_dots_1278	0x10028c3	Braille Pattern Dots-1278 (U+28c3)	Braille		U+28C3	U+28c3 BRAILLE PATTERN DOTS-1278
1959	braille_dots_378	0x10028c4	Braille Pattern Dots-378 (U+28c4)	Braille		U+28C4	U+28c4 BRAILLE PATTERN DOTS-378
1960	braille_dots_1378	0x10028c5	Braille Pattern Dots-1378 (U+28c5)	Braille		U+28C5	U+28c5 BRAILLE PATTERN DOTS-1378
1961	braille_dots_2378	0x10028c6	Braille Pattern Dots-2378 (U+28c6)	Braille		U+28C6	U+28c6 BRAILLE PATTERN DOTS-2378
1962	braille_dots_12378	0x10028c7	Braille Pattern Dots-12378 (U+28c7)	Braille		U+28C7	U+28c7 BRAILLE PATTERN DOTS-12378
1963	braille_dots_478	0x10028c8	Braille Pattern Dots-478 (U+28c8)	Braille		U+28C8	U+28c8 BRAILLE PATTERN DOTS-478
1964	braille_dots_1478	0x10028c9	Braille Pattern Dots-1478 (U+28c9)	Braille		U+28C9	U+28c9 BRAILLE PATTERN DOTS-1478
1965	braille_dots_2478	0x10028ca	Braille Pattern Dots-2478 (U+28ca)	Braille		U+28CA	U+28ca BRAILLE PATTERN DOTS-2478
1966	braille_dots_12478	0x10028cb	Braille Pattern Dots-12478 (U+28cb)	Braille		U+28CB	U+28cb BRAILLE PATTERN DOTS-12478
1967	braille_dots_3478	0x10028cc	Braille Pattern Dots-3478 (U+28cc)	Braille		U+28CC	U+28cc BRAILLE PATTERN DOTS-3478
1968	braille_dots_13478	0x10028cd	Braille Pattern Dots-13478 (U+28cd)	Braille		U+28CD	U+28cd BRAILLE PATTERN DOTS-13478
1969	braille_dots_23478	0x10028ce	Braille Pattern Dots-23478 (U+28ce)	Braille		U+28CE	U+28ce BRAILLE PATTERN DOTS-23478
1970	braille_dots_123478	0x10028cf	Braille Pattern Dots-123478 (U+28cf)	Braille		U+28CF	U+28cf BRAILLE PATTERN DOTS-123478
1971	braille_dots_578	0x10028d0	Braille Pattern Dots-578 (U+28d0)	Braille		U+28D0	U+28d0 BRAILLE PATTERN DOTS-578
1972	braille_dots_1578	0x10028d1	Braille Pattern Dots-1578 (U+28d1)	Braille		U+28D1	U+28d1 BRAILLE PATTERN DOTS-1578
1973	braille_dots_2578	0x10028d2	Braille Pattern Dots-2578 (U+28d2)	Braille		U+28D2	U+28d2 BRAILLE PATTERN DOTS-2578
1974	braille_dots_12578	0x10028d3	Braille Pattern Dots-12578 (U+28d3)	Braille		U+28D3	U+28d3 BRAILLE PATTERN DOTS-12578
1975	braille_dots_3578	0x10028d4	Braille Pattern Dots-3578 (U+28d4)	Braille		U+28D4	U+28d4 BRAILLE PATTERN DOTS-3578
1976	braille_dots_13578	0x10028d5	Braille Pattern Dots-13578 (U+28d5)	Braille		U+28D5	U+28d5 BRAILLE PATTERN DOTS-13578
1977	braille_dots_23578	0x10028d6	Braille Pattern Dots-23578 (U+28d6)	Braille		U+28D6	U+28d6 BRAILLE PATTERN DOTS-23578
1978	braille_dots_123578	0x10028d7	Braille Pattern Dots-123578 (U+28d7)	Braille		U+28D7	U+28d7 BRAILLE PATTERN DOTS-123578
1979	braille_dots_4578	0x10028d8	Braille Pattern Dots-4578 (U+28d8)	Braille		U+28D8	U+28d8 BRAILLE PATTERN DOTS-4578
1980	braille_dots_14578	0x10028d9	Braille Pattern Dots-14578 (U+28d9)	Braille		U+28D9	U+28d9 BRAILLE PATTERN DOTS-14578
1981	braille_dots_24578	0x10028da	Braille Pattern Dots-24578 (U+28da)	Braille		U+28DA	U+28da BRAILLE PATTERN DOTS-24578
1982	braille_dots_124578	0x10028db	Braille Pattern Dots-124578 (U+28db)	Braille		U+28DB	U+28db BRAILLE PATTERN DOTS-124578
1983	braille_dots_34578	0x10028dc	Braille Pattern Dots-34578 (U+28dc)	Braille		U+28DC	U+28dc BRAILLE PATTERN DOTS-34578
1984	braille_dots_134578	0x10028dd	Braille Pattern Dots-134578 (U+28dd)	Braille		U+28DD	U+28dd BRAILLE PATTERN DOTS-134578
1985	braille_dots_234578	0x10028de	Braille Pattern Dots-234578 (U+28de)	Braille		U+28DE	U+28de BRAILLE PATTERN DOTS-234578
1986	braille_dots_1234578	0x10028df	Braille Pattern Dots-1234578 (U+28df)	Braille		U+28DF	U+28df BRAILLE PATTERN DOTS-1234578
1987	braille_dots_678	0x10028e0	Braille Pattern Dots-678 (U+28e0)	Braille		U+28E0	U+28e0 BRAILLE PATTERN DOTS-678
1988	braille_dots_1678	0x10028e1	Braille Pattern Dots-1678 (U+28e1)	Braille		U+28E1	U+28e1 BRAILLE PATTERN DOTS-1678
1989	braille_dots_2678	0x10028e2	Braille Pattern Dots-2678 (U+28e2)	Braille		U+28E2	U+28e2 BRAILLE PATTERN DOTS-2678
1990	braille_dots_12678	0x10028e3	Braille Pattern Dots-12678 (U+28e3)	Braille		U+28E3	U+28e3 BRAILLE PATTERN DOTS-12678
1991	braille_dots_3678	0x10028e4	Braille Pattern Dots-3678 (U+28e4)	Braille		U+28E4	U+28e4 BRAILLE PATTERN DOTS-3678
1992	braille_dots_13678	0x10028e5	Braille Pattern Dots-13678 (U+28e5)	Braille		U+28E5	U+28e5 BRAILLE PATTERN DOTS-13678
1993	braille_dots_23678	0x10028e6	Braille Pattern Dots-23678 (U+28e6)	Braille		U+28E6	U+28e6 BRAILLE PATTERN DOTS-23678
1994	braille_dots_123678	0x10028e7	Braille Pattern Dots-123678 (U+28e7)	Braille		U+28E7	U+28e7 BRAILLE PATTERN DOTS-123678
1995	braille_dots_4678	0x10028e8	Braille Pattern Dots-4678 (U+28e8)	Braille		U+28E8	U+28e8 BRAILLE PATTERN DOTS-4678
1996	braille_dots_14678	0x10028e9	Braille Pattern Dots-14678 (U+28e9)	Braille		U+28E9	U+28e9 BRAILLE PATTERN DOTS-14678
1997	braille_dots_24678	0x10028ea	Braille Pattern Dots-24678 (U+28ea)	Braille		U+28EA	U+28ea BRAILLE PATTERN DOTS-24678
1998	braille_dots_124678	0x10028eb	Braille Pattern Dots-124678 (U+28eb)	Braille		U+28EB	U+28eb BRAILLE PATTERN DOTS-124678
1999	braille_dots_34678	0x10028ec	Braille Pattern Dots-34678 (U+28ec)	Braille		U+28EC	U+28ec BRAILLE PATTERN DOTS-34678
2000	braille_dots_134678	0x10028ed	Braille Pattern Dots-134678 (U+28ed)	Braille		U+28ED	U+28ed BRAILLE PATTERN DOTS-134678
2001	braille_dots_234678	0x10028ee	Braille Pattern Dots-234678 (U+28ee)	Braille		U+28EE	U+28ee BRAILLE PATTERN DOTS-234678
2002	braille_dots_1234678	0x10028ef	Braille Pattern Dots-1234678 (U+28ef)	Braille		U+28EF	U+28ef BRAILLE PATTERN DOTS-1234678
2003	braille_dots_5678	0x10028f0	Braille Pattern Dots-5678 (U+28f0)	Braille		U+28F0	U+28f0 BRAILLE PATTERN DOTS-5678
2004	braille_dots_15678	0x10028f1	Braille Pattern Dots-15678 (U+28f1)	Braille		U+28F1	U+28f1 BRAILLE PATTERN DOTS-15678
2005	braille_dots_25678	0x10028f2	Braille Pattern Dots-25678 (U+28f2)	Braille		U+28F2	U+28f2 BRAILLE PATTERN DOTS-25678
2006	braille_dots_125678	0x10028f3	Braille Pattern Dots-125678 (U+28f3)	Braille		U+28F3	U+28f3 BRAILLE PATTERN DOTS-125678
2007	braille_dots_35678	0x10028f4	Braille Pattern Dots-35678 (U+28f4)	Braille		U+28F4	U+28f4 BRAILLE PATTERN DOTS-35678
2008	braille_dots_135678	0x10028f5	Braille Pattern Dots-135678 (U+28f5)	Braille		U+28F5	U+28f5 BRAILLE PATTERN DOTS-135678
2009	braille_dots_235678	0x10028f6	Braille Pattern Dots-235678 (U+28f6)	Braille		U+28F6	U+28f6 BRAILLE PATTERN DOTS-235678
2010	braille_dots_1235678	0x10028f7	Braille Pattern Dots-1235678 (U+28f7)	Braille		U+28F7	U+28f7 BRAILLE PATTERN DOTS-1235678
2011	braille_dots_45678	0x10028f8	Braille Pattern Dots-45678 (U+28f8)	Braille		U+28F8	U+28f8 BRAILLE PATTERN DOTS-45678
2012	braille_dots_145678	0x10028f9	Braille Pattern Dots-145678 (U+28f9)	Braille		U+28F9	U+28f9 BRAILLE PATTERN DOTS-145678
2013	braille_dots_245678	0x10028fa	Braille Pattern Dots-245678 (U+28fa)	Braille		U+28FA	U+28fa BRAILLE PATTERN DOTS-245678
2014	braille_dots_1245678	0x10028fb	Braille Pattern Dots-1245678 (U+28fb)	Braille		U+28FB	U+28fb BRAILLE PATTERN DOTS-1245678
2015	braille_dots_345678	0x10028fc	Braille Pattern Dots-345678 (U+28fc)	Braille		U+28FC	U+28fc BRAILLE PATTERN DOTS-345678
2016	braille_dots_1345678	0x10028fd	Braille Pattern Dots-1345678 (U+28fd)	Braille		U+28FD	U+28fd BRAILLE PATTERN DOTS-1345678
2017	braille_dots_2345678	0x10028fe	Braille Pattern Dots-2345678 (U+28fe)	Braille		U+28FE	U+28fe BRAILLE PATTERN DOTS-2345678
2018	braille_dots_12345678	0x10028ff	Braille Pattern Dots-12345678 (U+28ff)	Braille		U+28FF	U+28ff BRAILLE PATTERN DOTS-12345678
2019	Sinh_ng	0x1000d82	Sinhala Anusvaraya (U+0d82)	Brahmi	Sinhala	U+0D82	U+0D82 SINHALA ANUSVARAYA
2020	Sinh_h2	0x1000d83	Sinhala Visargaya (U+0d83)	Brahmi	Sinhala	U+0D83	U+0D83 SINHALA VISARGAYA
2021	Sinh_a	0x1000d85	Sinhala Ayanna (U+0d85)	Brahmi	Sinhala	U+0D85	U+0D85 SINHALA AYANNA
2022	Sinh_aa	0x1000d86	Sinhala Aayanna (U+0d86)	Brahmi	Sinhala	U+0D86	U+0D86 SINHALA AAYANNA
2023	Sinh_ae	0x1000d87	Sinhala Aeyanna (U+0d87)	Brahmi	Sinhala	U+0D87	U+0D87 SINHALA AEYANNA
2024	Sinh_aee	0x1000d88	Sinhala Aeeyanna (U+0d88)	Brahmi	Sinhala	U+0D88	U+0D88 SINHALA AEEYANNA
2025	Sinh_i	0x1000d89	Sinhala Iyanna (U+0d89)	Brahmi	Sinhala	U+0D89	U+0D89 SINHALA IYANNA
2026	Sinh_ii	0x1000d8a	Sinhala Iiyanna (U+0d8a)	Brahmi	Sinhala	U+0D8A	U+0D8A SINHALA IIYANNA
2027	Sinh_u	0x1000d8b	Sinhala Uyanna (U+0d8b)	Brahmi	Sinhala	U+0D8B	U+0D8B SINHALA UYANNA
2028	Sinh_uu	0x1000d8c	Sinhala Uuyanna (U+0d8c)	Brahmi	Sinhala	U+0D8C	U+0D8C SINHALA UUYANNA
2029	Sinh_ri	0x1000d8d	Sinhala Iruyanna (U+0d8d)	Brahmi	Sinhala	U+0D8D	U+0D8D SINHALA IRUYANNA
2030	Sinh_rii	0x1000d8e	Sinhala Iruuyanna (U+0d8e)	Brahmi	Sinhala	U+0D8E	U+0D8E SINHALA IRUUYANNA
2031	Sinh_lu	0x1000d8f	Sinhala Iluyanna (U+0d8f)	Brahmi	Sinhala	U+0D8F	U+0D8F SINHALA ILUYANNA
2032	Sinh_luu	0x1000d90	Sinhala Iluuyanna (U+0d90)	Brahmi	Sinhala	U+0D90	U+0D90 SINHALA ILUUYANNA
2033	Sinh_e	0x1000d91	Sinhala Eyanna (U+0d91)	Brahmi	Sinhala	U+0D91	U+0D91 SINHALA EYANNA
2034	Sinh_ee	0x1000d92	Sinhala Eeyanna (U+0d92)	Brahmi	Sinhala	U+0D92	U+0D92 SINHALA EEYANNA
2035	Sinh_ai	0x1000d93	Sinhala Aiyanna (U+0d93)	Brahmi	Sinhala	U+0D93	U+0D93 SINHALA AIYANNA
2036	Sinh_o	0x1000d94	Sinhala Oyanna (U+0d94)	Brahmi	Sinhala	U+0D94	U+0D94 SINHALA OYANNA
2037	Sinh_oo	0x1000d95	Sinhala Ooyanna (U+0d95)	Brahmi	Sinhala	U+0D95	U+0D95 SINHALA OOYANNA
2038	Sinh_au	0x1000d96	Sinhala Auyanna (U+0d96)	Brahmi	Sinhala	U+0D96	U+0D96 SINHALA AUYANNA
2039	Sinh_ka	0x1000d9a	Sinhala Kayanna (U+0d9a)	Brahmi	Sinhala	U+0D9A	U+0D9A SINHALA KAYANNA
2040	Sinh_kha	0x1000d9b	Sinhala Maha. Kayanna (U+0d9b)	Brahmi	Sinhala	U+0D9B	U+0D9B SINHALA MAHA. KAYANNA
2041	Sinh_ga	0x1000d9c	Sinhala Gayanna (U+0d9c)	Brahmi	Sinhala	U+0D9C	U+0D9C SINHALA GAYANNA
2042	Sinh_gha	0x1000d9d	Sinhala Maha. Gayanna (U+0d9d)	Brahmi	Sinhala	U+0D9D	U+0D9D SINHALA MAHA. GAYANNA
2043	Sinh_ng2	0x1000d9e	Sinhala Kantaja Naasikyaya (U+0d9e)	Brahmi	Sinhala	U+0D9E	U+0D9E SINHALA KANTAJA NAASIKYAYA
2044	Sinh_nga	0x1000d9f	Sinhala Sanyaka Gayanna (U+0d9f)	Brahmi	Sinhala	U+0D9F	U+0D9F SINHALA SANYAKA GAYANNA
2045	Sinh_ca	0x1000da0	Sinhala Cayanna (U+0da0)	Brahmi	Sinhala	U+0DA0	U+0DA0 SINHALA CAYANNA
2046	Sinh_cha	0x1000da1	Sinhala Maha. Cayanna (U+0da1)	Brahmi	Sinhala	U+0DA1	U+0DA1 SINHALA MAHA. CAYANNA
2047	Sinh_ja	0x1000da2	Sinhala Jayanna (U+0da2)	Brahmi	Sinhala	U+0DA2	U+0DA2 SINHALA JAYANNA
2048	Sinh_jha	0x1000da3	Sinhala Maha. Jayanna (U+0da3)	Brahmi	Sinhala	U+0DA3	U+0DA3 SINHALA MAHA. JAYANNA
2049	Sinh_nya	0x1000da4	Sinhala Taaluja Naasikyaya (U+0da4)	Brahmi	Sinhala	U+0DA4	U+0DA4 SINHALA TAALUJA NAASIKYAYA
2050	Sinh_jnya	0x1000da5	Sinhala Taaluja Sanyooga Naasikyaya (U+0da5)	Brahmi	Sinhala	U+0DA5	U+0DA5 SINHALA TAALUJA SANYOOGA NAASIKYAYA
2051	Sinh_nja	0x1000da6	Sinhala Sanyaka Jayanna (U+0da6)	Brahmi	Sinhala	U+0DA6	U+0DA6 SINHALA SANYAKA JAYANNA
2052	Sinh_tta	0x1000da7	Sinhala Ttayanna (U+0da7)	Brahmi	Sinhala	U+0DA7	U+0DA7 SINHALA TTAYANNA
2053	Sinh_ttha	0x1000da8	Sinhala Maha. Ttayanna (U+0da8)	Brahmi	Sinhala	U+0DA8	U+0DA8 SINHALA MAHA. TTAYANNA
2054	Sinh_dda	0x1000da9	Sinhala Ddayanna (U+0da9)	Brahmi	Sinhala	U+0DA9	U+0DA9 SINHALA DDAYANNA
2055	Sinh_ddha	0x1000daa	Sinhala Maha. Ddayanna (U+0daa)	Brahmi	Sinhala	U+0DAA	U+0DAA SINHALA MAHA. DDAYANNA
2056	Sinh_nna	0x1000dab	Sinhala Muurdhaja Nayanna (U+0dab)	Brahmi	Sinhala	U+0DAB	U+0DAB SINHALA MUURDHAJA NAYANNA
2057	Sinh_ndda	0x1000dac	Sinhala Sanyaka Ddayanna (U+0dac)	Brahmi	Sinhala	U+0DAC	U+0DAC SINHALA SANYAKA DDAYANNA
2058	Sinh_tha	0x1000dad	Sinhala Tayanna (U+0dad)	Brahmi	Sinhala	U+0DAD	U+0DAD SINHALA TAYANNA
2059	Sinh_thha	0x1000dae	Sinhala Maha. Tayanna (U+0dae)	Brahmi	Sinhala	U+0DAE	U+0DAE SINHALA MAHA. TAYANNA
2060	Sinh_dha	0x1000daf	Sinhala Dayanna (U+0daf)	Brahmi	Sinhala	U+0DAF	U+0DAF SINHALA DAYANNA
2061	Sinh_dhha	0x1000db0	Sinhala Maha. Dayanna (U+0db0)	Brahmi	Sinhala	U+0DB0	U+0DB0 SINHALA MAHA. DAYANNA
2062	Sinh_na	0x1000db1	Sinhala Dantaja Nayanna (U+0db1)	Brahmi	Sinhala	U+0DB1	U+0DB1 SINHALA DANTAJA NAYANNA
2063	Sinh_ndha	0x1000db3	Sinhala Sanyaka Dayanna (U+0db3)	Brahmi	Sinhala	U+0DB3	U+0DB3 SINHALA SANYAKA DAYANNA
2064	Sinh_pa	0x1000db4	Sinhala Payanna (U+0db4)	Brahmi	Sinhala	U+0DB4	U+0DB4 SINHALA PAYANNA
2065	Sinh_pha	0x1000db5	Sinhala Maha. Payanna (U+0db5)	Brahmi	Sinhala	U+0DB5	U+0DB5 SINHALA MAHA. PAYANNA
2066	Sinh_ba	0x1000db6	Sinhala Bayanna (U+0db6)	Brahmi	Sinhala	U+0DB6	U+0DB6 SINHALA BAYANNA
2067	Sinh_bha	0x1000db7	Sinhala Maha. Bayanna (U+0db7)	Brahmi	Sinhala	U+0DB7	U+0DB7 SINHALA MAHA. BAYANNA
2068	Sinh_ma	0x1000db8	Sinhala Mayanna (U+0db8)	Brahmi	Sinhala	U+0DB8	U+0DB8 SINHALA MAYANNA
2069	Sinh_mba	0x1000db9	Sinhala Amba Bayanna (U+0db9)	Brahmi	Sinhala	U+0DB9	U+0DB9 SINHALA AMBA BAYANNA
2070	Sinh_ya	0x1000dba	Sinhala Yayanna (U+0dba)	Brahmi	Sinhala	U+0DBA	U+0DBA SINHALA YAYANNA
2071	Sinh_ra	0x1000dbb	Sinhala Rayanna (U+0dbb)	Brahmi	Sinhala	U+0DBB	U+0DBB SINHALA RAYANNA
2072	Sinh_la	0x1000dbd	Sinhala Dantaja Layanna (U+0dbd)	Brahmi	Sinhala	U+0DBD	U+0DBD SINHALA DANTAJA LAYANNA
2073	Sinh_va	0x1000dc0	Sinhala Vayanna (U+0dc0)	Brahmi	Sinhala	U+0DC0	U+0DC0 SINHALA VAYANNA
2074	Sinh_sha	0x1000dc1	Sinhala Taaluja Sayanna (U+0dc1)	Brahmi	Sinhala	U+0DC1	U+0DC1 SINHALA TAALUJA SAYANNA
2075	Sinh_ssha	0x1000dc2	Sinhala Muurdhaja Sayanna (U+0dc2)	Brahmi	Sinhala	U+0DC2	U+0DC2 SINHALA MUURDHAJA SAYANNA
2076	Sinh_sa	0x1000dc3	Sinhala Dantaja Sayanna (U+0dc3)	Brahmi	Sinhala	U+0DC3	U+0DC3 SINHALA DANTAJA SAYANNA
2077	Sinh_ha	0x1000dc4	Sinhala Hayanna (U+0dc4)	Brahmi	Sinhala	U+0DC4	U+0DC4 SINHALA HAYANNA
2078	Sinh_lla	0x1000dc5	Sinhala Muurdhaja Layanna (U+0dc5)	Brahmi	Sinhala	U+0DC5	U+0DC5 SINHALA MUURDHAJA LAYANNA
